id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
2239,Vårdcentralen Tunafors,8 eller fler läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Tunafors
2240,Vårdcentral Linden,2 - 4 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentral Linden
2241,"Vårdcentralen Centrum, Flen",2 - 4 läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Centrum, Flen"
2242,"Vårdcentralen Achima Care, Eskilstuna",5 - 7 läkare,13,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Achima Care, Eskilstuna"
2243,Vårdcentralen Torshälla,2 - 4 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Torshälla
2244,Vårdcentralen Sandbäcken,5 - 7 läkare,13,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Sandbäcken
2245,Vårdcentralen Väven,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Väven
2246,Skarptorps vårdcentral,5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Skarptorps vårdcentral
2247,Vårdcentral Brinken,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentral Brinken
2248,Vårdcentralen Kisa,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kisa
2249,Vårdcentralen Söderköping,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Söderköping
2250,Vårdcentralen Borensberg,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Borensberg
2251,"Centrumklinikens vårdcentral, Linköping",2 - 4 läkare,21,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Centrumklinikens vårdcentral, Linköping"
2252,Vårdcentralen Skänninge,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Skänninge
2253,"Vårdcentralen Kungsgatan, Norrköping",5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Kungsgatan, Norrköping"
2254,Vårdcentralen Östertull,5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Östertull
2255,"Vårdcentralen Medicinskt Centrum,  Norrköping",5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Medicinskt Centrum,  Norrköping"
2256,Vårdcentralen Åby,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Åby
2257,Vårdcentralen Åtvidaberg,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Åtvidaberg
2258,Vårdcentralen Boxholm,2 - 4 läkare,21,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Boxholm
2259,Vårdcentralen Valla,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Valla
2260,Vårdcentralen Vikbolandet,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Vikbolandet
2261,Vårdcentralen Vadstena,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Vadstena
2262,Vårdcentralen Kolmården,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kolmården
2263,Vårdcentralen Marieberg,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Marieberg
2264,Vårdcentralen Ekholmen,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Högst 7 dagar,Primärvård,2,,Vårdcentralen Ekholmen
2265,Vårdcentralen Ryd,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ryd
2266,"Vårdcentralen Cityakuten, Linköping",2 - 4 läkare,21,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Cityakuten, Linköping"
2267,Cityhälsan Centrum,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Cityhälsan Centrum
2268,Vårdcentralen Lambohov,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lambohov
2269,Capio Vårdcentral Berga,5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Capio Vårdcentral Berga
2270,Vårdcentralen Valdemarsvik,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Valdemarsvik
2271,Cityhälsan Norr,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Cityhälsan Norr
2272,Cityhälsan Söder,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Cityhälsan Söder
2273,Vårdcentralen Ljungsbro,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ljungsbro
2274,Vårdcentralen Skäggetorp,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Skäggetorp
2275,Vårdcentralen Mantorp,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Mantorp
2276,Vårdcentralen Lyckorna,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lyckorna
2277,"Vårdcentralen Kungsgatan, Linköping",8 eller fler läkare,21,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Kungsgatan, Linköping"
2278,Vårdcentralen Linghem,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Linghem
2279,Vårdcentralen Ödeshög,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ödeshög
2280,Vårdcentralen Mjölby,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Mjölby
2281,Vårdcentralen Kärna,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kärna
2282,"Vårdcentralen Geria, Söderköping",2 - 4 läkare,21,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Geria, Söderköping"
2283,Vårdcentralen Finspång,8 eller fler läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Finspång
2284,Johannelunds vårdcentral AB,5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Johannelunds vårdcentral AB
2285,Carema vårdcentral Berga,5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Carema vårdcentral Berga
2286,Kneippens vårdcentral,5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kneippens vårdcentral
2288,Vårdcentralen Skärblacka,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Skärblacka
2289,Vilbergens vårdcentral,5 - 7 läkare,21,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vilbergens vårdcentral
2290,Vårdcentralen Nygatan,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Nygatan
2291,Vårdcentralen Österbymo,2 - 4 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Österbymo
2292,Vårdcentralen Tannefors,5 - 7 läkare,21,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Tannefors
2293,Nässjö Läkarhus,5 - 7 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nässjö Läkarhus
2294,"Rosenhälsans Vårdcentral, Huskvarna",5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Rosenhälsans Vårdcentral, Huskvarna"
2295,"Hälsans Vårdcentral 2, Jönköping",8 eller fler läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Hälsans Vårdcentral 2, Jönköping"
2296,Norrahammars Vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Norrahammars Vårdcentral
2297,"Wasa Vårdcentral, Jönköping",1 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Wasa Vårdcentral, Jönköping"
2298,"Avonova vård, Värnamo",2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Avonova vård, Värnamo"
2299,Eksjö vårdcentral,8 eller fler läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Eksjö vårdcentral
2300,Rydaholm vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Rydaholm vårdcentral
2301,Sävsjö Vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Sävsjö Vårdcentral
2302,"Hälsans Vårdcentral 1, Jönköping",5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Hälsans Vårdcentral 1, Jönköping"
2303,"Gislehälsan, Gislaved",2 - 4 läkare,22,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Gislehälsan, Gislaved"
2304,"Läkarhuset Väster, Jönköping",2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Läkarhuset Väster, Jönköping"
2305,Gnosjö Vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gnosjö Vårdcentral
2306,Dr Olofssons läkarmott i Vetlanda,1 läkare,22,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Dr Olofssons läkarmott i Vetlanda
2307,Gislaveds Vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gislaveds Vårdcentral
2308,Mullsjö Vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mullsjö Vårdcentral
2309,Mariannelunds vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mariannelunds vårdcentral
2310,Habo vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Habo vårdcentral
2311,"Bräcke Diakoni Vårdcentralen Lokstallarna, Jönköping",2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Bräcke Diakoni Vårdcentralen Lokstallarna, Jönköping"
2312,Vrigstad läkarmottagning,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vrigstad läkarmottagning
2313,"Avonova Apladalen vård, Värnamo",2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Avonova Apladalen vård, Värnamo"
2314,Tranås vårdcentral,8 eller fler läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Tranås vårdcentral
2315,Smålandsstenars vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Smålandsstenars vårdcentral
2316,Anderstorp vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Anderstorp vårdcentral
2317,Skillingaryds vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Skillingaryds vårdcentral
2318,Finn Johansen Privatpraktik,2 - 4 läkare,22,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Finn Johansen Privatpraktik
2319,Familjeläkarna i Forserum,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Familjeläkarna i Forserum
2320,Vetlanda vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vetlanda vårdcentral
2321,Stortorgets Läkarm. L Wittrock,1 läkare,22,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Stortorgets Läkarm. L Wittrock
2322,Reftele vårdcentral,1 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Reftele vårdcentral
2323,Läkarhuset i Tranås,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Läkarhuset i Tranås
2324,Aneby vårdcentral,5 - 7 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Aneby vårdcentral
2325,Familjeläkarna i Smålandsstenar,1 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Familjeläkarna i Smålandsstenar
2326,"Unicare vård, Vetlanda",2 - 4 läkare,22,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,"Unicare vård, Vetlanda"
2327,Läkarhuset i Småland,2 - 4 läkare,22,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Läkarhuset i Småland
2328,"Svegaholm, Vaggeryd",1 läkare,22,Offentlig,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,"Svegaholm, Vaggeryd"
2329,Dr Lars Mörlids läkarmottagning,1 läkare,22,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Dr Lars Mörlids läkarmottagning
2330,"Vårdcentralen Aroma, Vetlanda",2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Aroma, Vetlanda"
2331,Familjeläkarna i Gislaved,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Familjeläkarna i Gislaved
2332,"Wetterhälsan, Jönköping",2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Wetterhälsan, Jönköping"
2333,"Bräcke Diakoni Vårdcentralen Nyhälsan, Nässjö",1 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Bräcke Diakoni Vårdcentralen Nyhälsan, Nässjö"
2334,Familjeläkarna i Mullsjö,1 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Familjeläkarna i Mullsjö
2335,Läkarhuset i Huskvarna,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Läkarhuset i Huskvarna
2336,"Kungshälsans vårdcentral, Huskvarna",5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Kungshälsans vårdcentral, Huskvarna"
2337,Nässjö Vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Nässjö Vårdcentral
2338,Gränna vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Gränna vårdcentral
2339,Öxnehaga vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Öxnehaga vårdcentral
2340,"Vråens vårdcentral,  Värnamo",8 eller fler läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vråens vårdcentral,  Värnamo"
2341,Familjeläkarna i Anderstorp,2 - 4 läkare,22,Privat,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Familjeläkarna i Anderstorp
2342,Hälsan Tornet,2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Hälsan Tornet
2343,Rosenlunds vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Rosenlunds vårdcentral
2344,Bodafors vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bodafors vårdcentral
2345,"Läkarhuset Öster, Jönköping",2 - 4 läkare,22,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Läkarhuset Öster, Jönköping"
2346,Landsbro Vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Landsbro Vårdcentral
2347,Råslätts Vårdcentral,8 eller fler läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Råslätts Vårdcentral
2348,Vaggeryds Vårdcentral,2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vaggeryds Vårdcentral
2349,"Västers vårdcentral, Värnamo",2 - 4 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Västers vårdcentral, Värnamo"
2350,Bankeryds vårdcentral,5 - 7 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Bankeryds vårdcentral
2351,Tenhults vårdcentral,1 läkare,22,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Tenhults vårdcentral
2352,Vårdcentralen Dalbo,5 - 7 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Dalbo
2353,Vårdcentralen Smålandshälsan Ljungby,1 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Smålandshälsan Ljungby
2354,Vårdcentralen Lammhult,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lammhult
2355,"Specialistläkargruppen Åseda, Hälsans hus",1 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Specialistläkargruppen Åseda, Hälsans hus"
2356,"Hälsocentralen Falken, Alstermo",1 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Hälsocentralen Falken, Alstermo"
2357,"Vårdcentralen Hälsoringen, Älmhult",2 - 4 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,"Vårdcentralen Hälsoringen, Älmhult"
2358,Vårdcentralen Ryd,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ryd
2359,Vårdcentralen Strandbjörket,5 - 7 läkare,23,Offentlig,Datoriserat återuppringningssystem,Högst 3 dagar,Primärvård,2,,Vårdcentralen Strandbjörket
2360,Vårdcentralen Hovshaga,5 - 7 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Hovshaga
2361,Vårdcentralen Lagan,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lagan
2362,Vårdcentralen Teleborg,8 eller fler läkare,23,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Teleborg
2363,Vårdcentralen Läkarhuset Ljungby,1 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Läkarhuset Ljungby
2364,Vårdcentralen Älmhult,5 - 7 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Älmhult
2365,"Vårdcentralen Unicare, Växjö",2 - 4 läkare,23,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,"Vårdcentralen Unicare, Växjö"
2366,Vårdcentralen Ingelstad,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Ingelstad
2367,Vårdcentralen Alstermo,1 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Alstermo
2368,Vårdcentralen Lessebo,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lessebo
2369,Vårdcentralen Växjöhälsan,1 läkare,23,Privat,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Vårdcentralen Växjöhälsan
2370,Vårdcentralen Markaryd,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Markaryd
2371,Vårdcentralen Moheda,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Moheda
2372,Vårdcentralen Åseda,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Åseda
2373,Vårdcentralen Vislanda,2 - 4 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Vislanda
2374,Vårdcentralen Alvesta,5 - 7 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Alvesta
2375,Vårdcentralen Rottne,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Rottne
2376,Vårdcentralen Lenhovda,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lenhovda
2377,Vårdcentralen Gränsbygdskliniken,1 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Gränsbygdskliniken
2378,Vårdcentralen Sländan,5 - 7 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Sländan
2379,Vårdcentralen Tingsryd,5 - 7 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Tingsryd
2380,Vårdcentralen Kungshögen,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Kungshögen
2381,Strömsnäsbruk vårdcentral,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Strömsnäsbruk vårdcentral
2382,Vårdcentralen Birka,8 eller fler läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Birka
2383,Vårdcentralen Centrum,5 - 7 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Centrum
2384,Vårdcentralen Lidhult,1 läkare,23,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Lidhult
2385,Vårdcentralen Braås,2 - 4 läkare,23,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vårdcentralen Braås
2386,Slottsgatans Vårdcentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Slottsgatans Vårdcentral
2387,Kent Argus läkarpraktik Kalmar,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Kent Argus läkarpraktik Kalmar
2388,Överums läkarmottagning,1 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Överums läkarmottagning
2389,Läkarhuset Kronan Kalmar,2 - 4 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Läkarhuset Kronan Kalmar
2390,Ankarsrums hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Ankarsrums hälsocentral
2391,Mörlunda hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Mörlunda hälsocentral
2392,Gamleby hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Gamleby hälsocentral
2393,Astrakanen Nybro läkarcentrum,2 - 4 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Astrakanen Nybro läkarcentrum
2394,Läkarmottagning Dorrit Ruge,1 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Läkarmottagning Dorrit Ruge
2395,Vimmerby hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Vimmerby hälsocentral
2396,Läkarhuset Prima,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Läkarhuset Prima
2397,Dackekliniken Virserum,1 läkare,24,Privat,Saknar datoriserat system,Längre än 14 dagar,Primärvård,2,,Dackekliniken Virserum
2398,Husläkarcentrum Kalmar,2 - 4 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Husläkarcentrum Kalmar
2399,Borgholms hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserad växel,Längre än 14 dagar,Primärvård,2,,Borgholms hälsocentral
2400,Kvarnholmens hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Kvarnholmens hälsocentral
2401,Ljungbyholms hälsocentral,2 - 4 läkare,24,Offentlig,Datoriserat återuppringningssystem,Högst 14 dagar,Primärvård,2,,Ljungbyholms hälsocentral
2402,Färjestadens hälsocentral,5 - 7 läkare,24,Offentlig,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Färjestadens hälsocentral
2403,Slottsfjärdens läkarmottagning Kalmar,1 läkare,24,Privat,Datoriserat återuppringningssystem,Längre än 14 dagar,Primärvård,2,,Slottsfjärdens läkarmottagning Kalmar
