id,label,number_of_doctors,landsting_id,ownership,phonesystem,booking_type,unit_type,unit_type_number,code,_label
2835,Åkersberga Psykiatriska Öppenvårdsmottagning,,10,Offentlig,,,Specialiserad vård,3,10813,Åkersberga Psykiatriska Öppenvårdsmottagning
2836,"Globen Ögonklinik, Enskede",,10,Privat,,,Specialiserad vård,3,10075,"Globen Ögonklinik, Enskede"
2839,"Specialistmott för psykiskt sjuka missbrukare, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12823,"Specialistmott för psykiskt sjuka missbrukare, Uppsala"
2841,Lasarettet i Enköping,,12,Offentlig,,,Specialiserad vård,3,12010,Lasarettet i Enköping
2842,Skutskär närpsykiatriska mottagning,,12,Privat,,,Specialiserad vård,3,12833,Skutskär närpsykiatriska mottagning
2843,"Ätstörningsenheten för vuxna, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12827,"Ätstörningsenheten för vuxna, Uppsala"
2844,Gimo psykiatriska rehabiliteringsteam,,12,Offentlig,,,Specialiserad vård,3,12808,Gimo psykiatriska rehabiliteringsteam
2845,"BUP- mottagning, Enköping",,12,Offentlig,,,Specialiserad vård,3,12902,"BUP- mottagning, Enköping"
2846,"Barn- och ungdomspsykiatriska utredningsenheten, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12911,"Barn- och ungdomspsykiatriska utredningsenheten, Uppsala"
2847,"Neuropsykiatriska mottagningen för barn- och ungdomspsykiatri, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12905,"Neuropsykiatriska mottagningen för barn- och ungdomspsykiatri, Uppsala"
2848,"Barn- och ungdomspsykiatriska behandlingsenheten, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12901,"Barn- och ungdomspsykiatriska behandlingsenheten, Uppsala"
2849,Tierps psykiatriska öppenvårdsmottagning,,12,Offentlig,,,Specialiserad vård,3,12816,Tierps psykiatriska öppenvårdsmottagning
2851,Tärnsjö närpsykiatriska mottagning,,12,Privat,,,Specialiserad vård,3,12834,Tärnsjö närpsykiatriska mottagning
2852,"Gottsunda psykiatriska rehabiliteringsteam, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12809,"Gottsunda psykiatriska rehabiliteringsteam, Uppsala"
2853,"Ungdomsmottagning, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12910,"Ungdomsmottagning, Uppsala"
2854,"Äldrepsykiatriska mottagningen, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12825,"Äldrepsykiatriska mottagningen, Uppsala"
2855,Heby psykos- och rehabiliteringsteam,,12,Offentlig,,,Specialiserad vård,3,12829,Heby psykos- och rehabiliteringsteam
2856,"Psykiatrimottagning 2 Kungsgatan, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12806,"Psykiatrimottagning 2 Kungsgatan, Uppsala"
2857,"Enheten för transkulturell psykiatri, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12819,"Enheten för transkulturell psykiatri, Uppsala"
2859,"Neuropsykiatriska mottagningen för vuxna, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12811,"Neuropsykiatriska mottagningen för vuxna, Uppsala"
2860,"Östra Psykos- och Rehabiliteringsteam, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12822,"Östra Psykos- och Rehabiliteringsteam, Uppsala"
2861,"Norra psykiatriska rehabiliteringsteamet, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12813,"Norra psykiatriska rehabiliteringsteamet, Uppsala"
2862,"Beroendemedicinska mottagningen, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12801,"Beroendemedicinska mottagningen, Uppsala"
2863,"Äldrepsykiatrins mobila team, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12824,"Äldrepsykiatrins mobila team, Uppsala"
2864,Gimo närpsykiatriska mottagning,,12,Privat,,,Specialiserad vård,3,12832,Gimo närpsykiatriska mottagning
2865,Tierp närpsykiatriska mottagning,,12,Privat,,,Specialiserad vård,3,12831,Tierp närpsykiatriska mottagning
2866,Enköpings närpsykiatriska mottagning,,12,Privat,,,Specialiserad vård,3,12830,Enköpings närpsykiatriska mottagning
2867,"Elisabethsjukhuset, Uppsala",,12,Privat,,,Specialiserad vård,3,12051,"Elisabethsjukhuset, Uppsala"
2868,Enköpings psykiatriska rehabiliteringsteam,,12,Offentlig,,,Specialiserad vård,3,12805,Enköpings psykiatriska rehabiliteringsteam
2869,"Akademiska sjukhuset, Uppsala (Kortvårdskirurgi)",,12,Offentlig,,,Specialiserad vård,3,12001A,"Akademiska sjukhuset, Uppsala (Kortvårdskirurgi)"
2870,"Psykiatrimottagning 1 Kungsgatan, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12817,"Psykiatrimottagning 1 Kungsgatan, Uppsala"
2871,Älvkarleby psykos- och rehabiliteringsteam,,12,Offentlig,,,Specialiserad vård,3,12828,Älvkarleby psykos- och rehabiliteringsteam
2873,"Psykiatrimottagning för unga vuxna, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12807,"Psykiatrimottagning för unga vuxna, Uppsala"
2874,"BUP-mottagning, Östhammar",,12,Offentlig,,,Specialiserad vård,3,12916,"BUP-mottagning, Östhammar"
2875,Bålsta psykiatrimottagning,,12,Offentlig,,,Specialiserad vård,3,12802,Bålsta psykiatrimottagning
2876,Tierps psykiatriska rehabiliteringsenhet,,12,Offentlig,,,Specialiserad vård,3,12818,Tierps psykiatriska rehabiliteringsenhet
2877,"Akademiska sjukhuset, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12001,"Akademiska sjukhuset, Uppsala"
2878,"BUP-mottagning, Tierp/Älvkarleby",,12,Offentlig,,,Specialiserad vård,3,12908,"BUP-mottagning, Tierp/Älvkarleby"
2879,"Psykosvårdens mottagning för nyinsjuknade, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12826,"Psykosvårdens mottagning för nyinsjuknade, Uppsala"
2881,"Barn- och ungdomspsykiatriska ätstörningsenheten, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12915,"Barn- och ungdomspsykiatriska ätstörningsenheten, Uppsala"
2882,"Ekeby psykiatriska rehabiliteringsteam, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12803,"Ekeby psykiatriska rehabiliteringsteam, Uppsala"
2883,Enköpings psykiatriska öppenvårdsmottagning,,12,Offentlig,,,Specialiserad vård,3,12804,Enköpings psykiatriska öppenvårdsmottagning
2884,"LARO-mottagningen, Uppsala",,12,Offentlig,,,Specialiserad vård,3,12810,"LARO-mottagningen, Uppsala"
2885,Barn- och ungdomspsykiatriska mottagningen i Uppsala,,12,Offentlig,,,Specialiserad vård,3,12907,Barn- och ungdomspsykiatriska mottagningen i Uppsala
2886,Nyköpings lasarett,,13,Offentlig,,,Specialiserad vård,3,13011,Nyköpings lasarett
2887,"Mälarsjukhuset, Eskilstuna",,13,Offentlig,,,Specialiserad vård,3,13010,"Mälarsjukhuset, Eskilstuna"
2888,"Habiliteringsverksamheten, Sörmland",,13,Offentlig,,,Specialiserad vård,3,13150,"Habiliteringsverksamheten, Sörmland"
2889,"Kullbergska sjukhuset, Katrineholm",,13,Offentlig,,,Specialiserad vård,3,13012,"Kullbergska sjukhuset, Katrineholm"
2890,"Helsa Specialistvård, Linköping",,21,Privat,,,Specialiserad vård,3,21054,"Helsa Specialistvård, Linköping"
2891,"Redakliniken, Linköping",,21,Privat,,,Specialiserad vård,3,21053,"Redakliniken, Linköping"
2892,Lasarettet i Motala,,21,Offentlig,,,Specialiserad vård,3,21014,Lasarettet i Motala
2893,"Capio Psykiatri, Norrköping",,21,Privat,,,Specialiserad vård,3,21057,"Capio Psykiatri, Norrköping"
2894,Vrinnevisjukhuset i Norrköping,,21,Offentlig,,,Specialiserad vård,3,21013,Vrinnevisjukhuset i Norrköping
2895,Universitetssjukhuset i Linköping,,21,Offentlig,,,Specialiserad vård,3,21001,Universitetssjukhuset i Linköping
2896,"BUP-mottagning, Åtvidaberg",,21,Privat,,,Specialiserad vård,3,21055,"BUP-mottagning, Åtvidaberg"
2897,Sergelkliniken i Linköping,,21,Privat,,,Specialiserad vård,3,21050,Sergelkliniken i Linköping
2898,"Capio Psykiatri, Linköping",,21,Privat,,,Specialiserad vård,3,21056,"Capio Psykiatri, Linköping"
2899,"Barn- och ungdomspsykiatrisk mottagning, Mjölby",,21,Offentlig,,,Specialiserad vård,3,21052,"Barn- och ungdomspsykiatrisk mottagning, Mjölby"
2900,Hälso- och sjukvården i Finspång,,21,Offentlig,,,Specialiserad vård,3,21011,Hälso- och sjukvården i Finspång
2901,"Länssjukhuset Ryhov, Jönköping",,22,Offentlig,,,Specialiserad vård,3,22010,"Länssjukhuset Ryhov, Jönköping"
2902,"Barn- och ungdomsmedicinsk mott, Hälsans vårdcentral",,22,Offentlig,,,Specialiserad vård,3,22705,"Barn- och ungdomsmedicinsk mott, Hälsans vårdcentral"
2903,"Barn- och ungdomsmedicinsk mott, Nässjö primärvård",,22,Offentlig,,,Specialiserad vård,3,22704,"Barn- och ungdomsmedicinsk mott, Nässjö primärvård"
2904,"Barn- och ungdomsmedicinsk mott, Eksjö vårdcentral",,22,Offentlig,,,Specialiserad vård,3,22703,"Barn- och ungdomsmedicinsk mott, Eksjö vårdcentral"
2905,"Barn- och ungdomsmedicinsk mott, Tranås vårdcentrum",,22,Privat,,,Specialiserad vård,3,22702,"Barn- och ungdomsmedicinsk mott, Tranås vårdcentrum"
2906,Värnamo sjukhus,,22,Offentlig,,,Specialiserad vård,3,22012,Värnamo sjukhus
2907,"Barn- och ungdomsmedicinsk mott, Vetlanda vårdcentrum",,22,Offentlig,,,Specialiserad vård,3,22701,"Barn- och ungdomsmedicinsk mott, Vetlanda vårdcentrum"
2909,"Barn- och ungdomsmedicinsk mott, Gislaveds vårdcentral",,22,Offentlig,,,Specialiserad vård,3,22707,"Barn- och ungdomsmedicinsk mott, Gislaveds vårdcentral"
2910,"Barn- och ungdomsmedicinsk mott, Huskvarna vårdcentrum",,22,Offentlig,,,Specialiserad vård,3,22706,"Barn- och ungdomsmedicinsk mott, Huskvarna vårdcentrum"
2911,"Höglandssjukhuset, Eksjö-Nässjö",,22,Offentlig,,,Specialiserad vård,3,22011,"Höglandssjukhuset, Eksjö-Nässjö"
2912,Ljungby lasarett,,23,Offentlig,,,Specialiserad vård,3,23011,Ljungby lasarett
2913,"Dr Bihis Hudmottagning, Ljungby",,23,Privat,,,Specialiserad vård,3,23802,"Dr Bihis Hudmottagning, Ljungby"
2914,Centrallasarettet Växjö,,23,Offentlig,,,Specialiserad vård,3,23010,Centrallasarettet Växjö
2915,"Vuxenpsykiatriska kliniken, Växjö/Ljungby",,23,Offentlig,,,Specialiserad vård,3,23804,"Vuxenpsykiatriska kliniken, Växjö/Ljungby"
2917,"Barn- och ungdomspsykiatrisk mottagning, Växjö/Ljungby",,23,Offentlig,,,Specialiserad vård,3,23901,"Barn- och ungdomspsykiatrisk mottagning, Växjö/Ljungby"
2918,Oskarshamns sjukhus,,24,Offentlig,,,Specialiserad vård,3,25011,Oskarshamns sjukhus
2919,Länssjukhuset i Kalmar (AnorexiBulemiCenter) för Barn och unga,,24,Offentlig,,,Specialiserad vård,3,25010B,Länssjukhuset i Kalmar (AnorexiBulemiCenter) för Barn och unga
2920,Västerviks sjukhus,,24,Offentlig,,,Specialiserad vård,3,24010,Västerviks sjukhus
2921,"Allmänpsykiatrisk mottagning, Vimmerby Vårdcentral",,24,Offentlig,,,Specialiserad vård,3,24102,"Allmänpsykiatrisk mottagning, Vimmerby Vårdcentral"
2922,"Barn- och ungdomspsykiatriska mottagning, Vimmerby",,24,Offentlig,,,Specialiserad vård,3,24101,"Barn- och ungdomspsykiatriska mottagning, Vimmerby"
2923,Länssjukhuset i Kalmar,,24,Offentlig,,,Specialiserad vård,3,25010,Länssjukhuset i Kalmar
2924,Länssjukhuset i Kalmar (AnorexiBulemiCenter) för Vuxna,,24,Offentlig,,,Specialiserad vård,3,25010C,Länssjukhuset i Kalmar (AnorexiBulemiCenter) för Vuxna
2925,Länssjukhuset i Kalmar (AnorexiBulimiCenter),,24,Offentlig,,,Specialiserad vård,3,25010A,Länssjukhuset i Kalmar (AnorexiBulimiCenter)
2926,Västerviks sjukhus - Vimmerby,,24,Offentlig,,,Specialiserad vård,3,24010A,Västerviks sjukhus - Vimmerby
2929,Visby lasarett,,26,Offentlig,,,Specialiserad vård,3,26010,Visby lasarett
2930,Visby lasarett (Diaverum),,26,Privat,,,Specialiserad vård,3,26011,Visby lasarett (Diaverum)
2932,"Barn- och ungdomsspykiatrisk mottagning, Karlskrona",,27,Offentlig,,,Specialiserad vård,3,27531,"Barn- och ungdomsspykiatrisk mottagning, Karlskrona"
2933,"Vuxenpsykiatriska kliniken, Olofström",,27,Offentlig,,,Specialiserad vård,3,27550,"Vuxenpsykiatriska kliniken, Olofström"
2934,"Vuxenpsykiatriska kliniken, Ronneby",,27,Offentlig,,,Specialiserad vård,3,27501,"Vuxenpsykiatriska kliniken, Ronneby"
2935,"Vuxenpsykiatriska kliniken, Karlshamn",,27,Offentlig,,,Specialiserad vård,3,27504,"Vuxenpsykiatriska kliniken, Karlshamn"
2937,"Barn- och ungdomspsykiatrisk mottagning, Karlskrona/Ronneby",,27,Offentlig,,,Specialiserad vård,3,27534,"Barn- och ungdomspsykiatrisk mottagning, Karlskrona/Ronneby"
2938,"Vuxenpsykiatriska kliniken, Karlskrona Väst",,27,Offentlig,,,Specialiserad vård,3,27503,"Vuxenpsykiatriska kliniken, Karlskrona Väst"
2939,"Barn- och ungdomspsykiatri-Familjeverksamhet, Karlshamn",,27,Offentlig,,,Specialiserad vård,3,27556,"Barn- och ungdomspsykiatri-Familjeverksamhet, Karlshamn"
2940,"Äldrepsykiatriska kliniken, Karlskrona",,27,Offentlig,,,Specialiserad vård,3,27506,"Äldrepsykiatriska kliniken, Karlskrona"
2941,"Vuxenpsykiatriska kliniken, Karlskrona Öst",,27,Offentlig,,,Specialiserad vård,3,27502,"Vuxenpsykiatriska kliniken, Karlskrona Öst"
2942,"Barn- och ungdomspsykiatrisk mottagning, Ronneby",,27,Offentlig,,,Specialiserad vård,3,27532,"Barn- och ungdomspsykiatrisk mottagning, Ronneby"
2943,"Vuxenpsykiatriska kliniken, Sölvesborg",,27,Offentlig,,,Specialiserad vård,3,27505,"Vuxenpsykiatriska kliniken, Sölvesborg"
2944,"Blekingesjukhuset, Karlshamn och Karlskrona",,27,Offentlig,,,Specialiserad vård,3,27012,"Blekingesjukhuset, Karlshamn och Karlskrona"
2946,Lasarettet i Ystad - Vårdval,,41,Offentlig,,,Specialiserad vård,3,41013A,Lasarettet i Ystad - Vårdval
2947,Lasarettet Trelleborg,,41,Offentlig,,,Specialiserad vård,3,41011,Lasarettet Trelleborg
2948,Ängelholms sjukhus,,41,Offentlig,,,Specialiserad vård,3,28011,Ängelholms sjukhus
2949,Psykiatri Skåne Ängelholm,,41,Offentlig,,,Specialiserad vård,3,41802D,Psykiatri Skåne Ängelholm
2951,Capio Sjukhuset Simrishamn,,41,Privat,,,Specialiserad vård,3,28013,Capio Sjukhuset Simrishamn
2953,Psykiatri Skåne Kristianstad,,41,Offentlig,,,Specialiserad vård,3,41802A,Psykiatri Skåne Kristianstad
2955,Lasarettet i Landskrona - Lund,,41,Offentlig,,,Specialiserad vård,3,41010A,Lasarettet i Landskrona - Lund
2956,Skånes universitetssjukhus Lund,,41,Offentlig,,,Specialiserad vård,3,41001,Skånes universitetssjukhus Lund
2957,Helsingborgs lasarett - Vårdval,,41,Offentlig,,,Specialiserad vård,3,41012A,Helsingborgs lasarett - Vårdval
2958,Psykiatri i Eslöv,,41,Offentlig,,,Specialiserad vård,3,41801,Psykiatri i Eslöv
2959,Lasarettet i Landskrona - Vårdval,,41,Offentlig,,,Specialiserad vård,3,41010C,Lasarettet i Landskrona - Vårdval
2964,Helsingborgs lasarett,,41,Offentlig,,,Specialiserad vård,3,41012,Helsingborgs lasarett
2965,Psykiatri Skåne Landskrona,,41,Offentlig,,,Specialiserad vård,3,41802F,Psykiatri Skåne Landskrona
2968,"Capio Medocular AB, Malmö",,41,Privat,,,Specialiserad vård,3,41071,"Capio Medocular AB, Malmö"
2972,"Capio Citykliniken, Landskrona (Specialistmottagning)",,41,Privat,,,Specialiserad vård,3,41073,"Capio Citykliniken, Landskrona (Specialistmottagning)"
2973,Sjukhuset Ängelholm - Helsingborg,,41,Offentlig,,,Specialiserad vård,3,28011A,Sjukhuset Ängelholm - Helsingborg
2974,"Capio Citykliniken, Kristianstad (Specialistmottagning)",,41,Privat,,,Specialiserad vård,3,41059,"Capio Citykliniken, Kristianstad (Specialistmottagning)"
2977,"Citykliniken, Helsingborg",,41,Privat,,,Specialiserad vård,3,41058,"Citykliniken, Helsingborg"
2981,Capio Specialisthuset Eslöv,,41,Privat,,,Specialiserad vård,3,41050,Capio Specialisthuset Eslöv
2982,Lasarettet i Landskrona,,41,Offentlig,,,Specialiserad vård,3,41010,Lasarettet i Landskrona
2983,"Scandinavian Venous Center, Malmö",,41,Privat,,,Specialiserad vård,3,41072,"Scandinavian Venous Center, Malmö"
2984,"Capio Citykliniken, Malmö (Specialistmottagning)",,41,Privat,,,Specialiserad vård,3,41060,"Capio Citykliniken, Malmö (Specialistmottagning)"
2987,"Laurentiikliniken, Lund",,41,Offentlig,,,Specialiserad vård,3,41070,"Laurentiikliniken, Lund"
2990,"Läkarhuset Ellenbogen, Malmö",,41,Privat,,,Specialiserad vård,3,41057,"Läkarhuset Ellenbogen, Malmö"
2991,"Capio Citykliniken, Helsingborg (Specialistmottagning)",,41,Privat,,,Specialiserad vård,3,41062,"Capio Citykliniken, Helsingborg (Specialistmottagning)"
2994,"Aleris Ortopedi, Ängelholm",,41,Privat,,,Specialiserad vård,3,28015,"Aleris Ortopedi, Ängelholm"
2995,"Capio Citykliniken, Lund Clemenstorget",,41,Privat,,,Specialiserad vård,3,41080,"Capio Citykliniken, Lund Clemenstorget"
2998,Aleris Ängelholm,,41,Privat,,,Specialiserad vård,3,28014,Aleris Ängelholm
3000,Centralsjukhuset Kristianstad,,41,Offentlig,,,Specialiserad vård,3,28010,Centralsjukhuset Kristianstad
3005,Sjukhuset i Hässleholm,,41,Offentlig,,,Specialiserad vård,3,28012,Sjukhuset i Hässleholm
3006,Psykiatri Skåne Lund,,41,Offentlig,,,Specialiserad vård,3,41802E,Psykiatri Skåne Lund
3013,Lasarettet Trelleborg - Malmö,,41,Offentlig,,,Specialiserad vård,3,41011B,Lasarettet Trelleborg - Malmö
3015,Skånes universitetssjukhus Malmö,,41,Offentlig,,,Specialiserad vård,3,30001,Skånes universitetssjukhus Malmö
3020,Psykiatri Skåne Ystad,,41,Offentlig,,,Specialiserad vård,3,41802H,Psykiatri Skåne Ystad
3024,"Axess Medica, Simrishamn",,41,Privat,,,Specialiserad vård,3,41075B,"Axess Medica, Simrishamn"
3025,Centralsjukhuset Kristianstad - Vårdval,,41,Offentlig,,,Specialiserad vård,3,28010A,Centralsjukhuset Kristianstad - Vårdval
3027,Lasarettet i Ystad,,41,Offentlig,,,Specialiserad vård,3,41013,Lasarettet i Ystad
3030,"Skånes Universitetssjukhus, Lund och Malmö",,41,Offentlig,,,Specialiserad vård,3,41001A,"Skånes Universitetssjukhus, Lund och Malmö"
3031,Psykiatri Skåne Trelleborg,,41,Offentlig,,,Specialiserad vård,3,41802J,Psykiatri Skåne Trelleborg
3032,Skånes universitetssjukhus - Vårdval,,41,Offentlig,,,Specialiserad vård,3,41002,Skånes universitetssjukhus - Vårdval
3034,"Capio Medocular AB,  Malmö - Vårdval",,41,Privat,,,Specialiserad vård,3,41071A,"Capio Medocular AB,  Malmö - Vårdval"
3035,Psykiatri Skåne Helsingborg,,41,Offentlig,,,Specialiserad vård,3,41802C,Psykiatri Skåne Helsingborg
3040,Psykiatri Skåne Hässleholm,,41,Offentlig,,,Specialiserad vård,3,41802B,Psykiatri Skåne Hässleholm
3043,"Österlenkirurgin AB, Simrishamn – Vårdval",,41,Privat,,,Specialiserad vård,3,41077,"Österlenkirurgin AB, Simrishamn – Vårdval"
3044,"Capio Citykliniken, S:t Laurentiigatan, Lund",,41,Privat,,,Specialiserad vård,3,41051,"Capio Citykliniken, S:t Laurentiigatan, Lund"
3045,Psykiatri Skåne Malmö,,41,Offentlig,,,Specialiserad vård,3,41802I,Psykiatri Skåne Malmö
3048,Psykiatri Skåne Eslöv,,41,Offentlig,,,Specialiserad vård,3,41802G,Psykiatri Skåne Eslöv
3050,"Ungdomspsykiatrisk mottagning, Falkenberg",,42,Offentlig,,,Specialiserad vård,3,42559,"Ungdomspsykiatrisk mottagning, Falkenberg"
3051,"Capio Citykliniken, Halmstad",,42,Privat,,,Specialiserad vård,3,42051,"Capio Citykliniken, Halmstad"
3052,"Vuxenpsykiatrisk öppenvårdsmottning, Halmstad",,42,Offentlig,,,Specialiserad vård,3,42573,"Vuxenpsykiatrisk öppenvårdsmottning, Halmstad"
3055,"Vuxenpsykiatrisk öppenvårdsmottning, Varberg",,42,Offentlig,,,Specialiserad vård,3,42571,"Vuxenpsykiatrisk öppenvårdsmottning, Varberg"
3056,"Ungdomspsykiatrisk mottagning, Varberg",,42,Offentlig,,,Specialiserad vård,3,42552,"Ungdomspsykiatrisk mottagning, Varberg"
3057,"BUP-mottagning, Varberg",,42,Offentlig,,,Specialiserad vård,3,42551,"BUP-mottagning, Varberg"
3058,"BUP-mottagning, Kungsbacka",,42,Offentlig,,,Specialiserad vård,3,42550,"BUP-mottagning, Kungsbacka"
3059,"BUP-mottagning, Halmstad",,42,Offentlig,,,Specialiserad vård,3,42554,"BUP-mottagning, Halmstad"
3060,"Vuxenpsykiatrisk öppenvårdsmottning, Hylte",,42,Offentlig,,,Specialiserad vård,3,42575,"Vuxenpsykiatrisk öppenvårdsmottning, Hylte"
3061,"Ungdomspsykiatrisk mottagning, Halmstad",,42,Offentlig,,,Specialiserad vård,3,42555,"Ungdomspsykiatrisk mottagning, Halmstad"
3062,Specialistsjukvården Falkenberg,,42,Offentlig,,,Specialiserad vård,3,42314,Specialistsjukvården Falkenberg
3064,Hallands sjukhus Varberg,,42,Offentlig,,,Specialiserad vård,3,42011,Hallands sjukhus Varberg
3065,Hallands sjukhus Halmstad,,42,Offentlig,,,Specialiserad vård,3,42010,Hallands sjukhus Halmstad
3066,"Vuxenpsykiatrisk öppenvårdsmottning, Laholm",,42,Offentlig,,,Specialiserad vård,3,42574,"Vuxenpsykiatrisk öppenvårdsmottning, Laholm"
3067,"Ungdomspsykiatrisk mottagning, Kungsbacka",,42,Offentlig,,,Specialiserad vård,3,42558,"Ungdomspsykiatrisk mottagning, Kungsbacka"
3068,Spenshult,,42,Privat,,,Specialiserad vård,3,42420,Spenshult
3069,Hallands sjukhus Kungsbacka,,42,Offentlig,,,Specialiserad vård,3,42301,Hallands sjukhus Kungsbacka
3070,"BUP-mottagning, Falkenberg",,42,Offentlig,,,Specialiserad vård,3,42553,"BUP-mottagning, Falkenberg"
3071,"Hjärthuset, Varberg",,42,Privat,,,Specialiserad vård,3,42490,"Hjärthuset, Varberg"
3072,"Vuxenpsykiatrisk öppenvårdsmottning, Kungsbacka",,42,Offentlig,,,Specialiserad vård,3,42570,"Vuxenpsykiatrisk öppenvårdsmottning, Kungsbacka"
3073,"Vuxenpsykiatrisk öppenvårdsmottning, Falkenberg",,42,Offentlig,,,Specialiserad vård,3,42572,"Vuxenpsykiatrisk öppenvårdsmottning, Falkenberg"
3074,"Psykiatrisk öppenvård, Borås (Vuxenpsykiatrisk remissmottagning)",,51,Offentlig,,,Specialiserad vård,3,52829,"Psykiatrisk öppenvård, Borås (Vuxenpsykiatrisk remissmottagning)"
3076,"BUP-mottagning, Ale",,51,Offentlig,,,Specialiserad vård,3,52901,"BUP-mottagning, Ale"
3077,"Psykiatrisk öppenvård, Borås (ABC-mottagning)",,51,Offentlig,,,Specialiserad vård,3,52822,"Psykiatrisk öppenvård, Borås (ABC-mottagning)"
3079,"Avesina Neurologi, Göteborg",,51,Privat,,,Specialiserad vård,3,50077,"Avesina Neurologi, Göteborg"
3080,"BUP-mottagning, Södra Älvsborgs Sjukhus",,51,Offentlig,,,Specialiserad vård,3,52910,"BUP-mottagning, Södra Älvsborgs Sjukhus"
3081,"Psykiatrisk öppenvård, Trollhättan (Psykosmottagning)",,51,Offentlig,,,Specialiserad vård,3,52803,"Psykiatrisk öppenvård, Trollhättan (Psykosmottagning)"
3083,"Barn- och ungdomsmedicinsk mottagning, PV Södra Älvsborg/Alingsås",,51,Offentlig,,,Specialiserad vård,3,52701,"Barn- och ungdomsmedicinsk mottagning, PV Södra Älvsborg/Alingsås"
3084,NU-sjukvården - Lysekil,,51,Offentlig,,,Specialiserad vård,3,51031,NU-sjukvården - Lysekil
3085,"Psykiatrisk öppenvård, Göteborg/Järntorget (Psykos-teamet)",,51,Offentlig,,,Specialiserad vård,3,50809,"Psykiatrisk öppenvård, Göteborg/Järntorget (Psykos-teamet)"
3087,"Psykiatrisk öppenvård, Stenungsund/Tjörn",,51,Offentlig,,,Specialiserad vård,3,50820,"Psykiatrisk öppenvård, Stenungsund/Tjörn"
3088,"Psykiatrisk öppenvård, Uddevalla (Ätstörningsenhet)",,51,Offentlig,,,Specialiserad vård,3,51010D,"Psykiatrisk öppenvård, Uddevalla (Ätstörningsenhet)"
3089,"Frölunda specialistsjukhus, Göteborg",,51,Offentlig,,,Specialiserad vård,3,50071,"Frölunda specialistsjukhus, Göteborg"
3091,"BUP-mottagning, Göteborg/Frölunda",,51,Offentlig,,,Specialiserad vård,3,50904,"BUP-mottagning, Göteborg/Frölunda"
3092,"Psykiatrisk öppenvård, Mölndal/Ågatan",,51,Offentlig,,,Specialiserad vård,3,51807,"Psykiatrisk öppenvård, Mölndal/Ågatan"
3093,"Psykiatrisk öppenvård, Göteborg/Centrum Öst",,51,Offentlig,,,Specialiserad vård,3,50804,"Psykiatrisk öppenvård, Göteborg/Centrum Öst"
3094,"BUP-mottagning, Vänersborg",,51,Offentlig,,,Specialiserad vård,3,52902,"BUP-mottagning, Vänersborg"
3095,"BUP-mottagning, Trollhättan",,51,Offentlig,,,Specialiserad vård,3,52017A,"BUP-mottagning, Trollhättan"
3096,"BUP-mottagning, Göteborg (Specialmottagning)",,51,Offentlig,,,Specialiserad vård,3,50915,"BUP-mottagning, Göteborg (Specialmottagning)"
3097,"Psykiatrisk öppenvård, Mark",,51,Offentlig,,,Specialiserad vård,3,52826,"Psykiatrisk öppenvård, Mark"
3098,"Skaraborgs sjukhus (Skövde, Falköping, Mariestad, Lidköping)",,51,Offentlig,,,Specialiserad vård,3,53014,"Skaraborgs sjukhus (Skövde, Falköping, Mariestad, Lidköping)"
3099,"Barn- och ungdomsmedicinskmottagning, Primärvården Göteborg/Biskopsgården",,51,Offentlig,,,Specialiserad vård,3,50703,"Barn- och ungdomsmedicinskmottagning, Primärvården Göteborg/Biskopsgården"
3101,Sjukhuset i Mariestad,,51,Offentlig,,,Specialiserad vård,3,53050,Sjukhuset i Mariestad
3102,Alingsås lasarett,,51,Offentlig,,,Specialiserad vård,3,52012,Alingsås lasarett
3103,"Psykiatrisk öppenvård, Lerum",,51,Offentlig,,,Specialiserad vård,3,52827,"Psykiatrisk öppenvård, Lerum"
3105,"BUP-mottagning, Göteborg/Södra Bohuslän",,51,Offentlig,,,Specialiserad vård,3,50914,"BUP-mottagning, Göteborg/Södra Bohuslän"
3107,"Psykiatrisk öppenvård, Åmål",,51,Offentlig,,,Specialiserad vård,3,52801,"Psykiatrisk öppenvård, Åmål"
3108,"Psykiatrisk öppenvård, Mariestad",,51,Offentlig,,,Specialiserad vård,3,53805,"Psykiatrisk öppenvård, Mariestad"
