,checkbox_female,checkbox_male,checkbox_regi_private,checkbox_regi_public,measure,select_booking_type,select_number_of_doctors,select_period,select_region,select_unit,select_year,value
26,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,57,Vårdcentral/motsv.,2014,6704.0
27,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2014,91.0
28,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2014,1491.0
29,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2014,1631.0
30,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2014,92.0
31,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2014,9804.0
32,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2014,10684.0
33,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2014,91.0
34,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2014,8563.0
35,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2014,9373.0
36,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,63,Vårdcentral/motsv.,2014,86.0
37,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,63,Vårdcentral/motsv.,2014,2584.0
38,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,63,Vårdcentral/motsv.,2014,3016.0
39,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,22,Vårdcentral/motsv.,2014,92.0
40,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,22,Vårdcentral/motsv.,2014,7460.0
41,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,22,Vårdcentral/motsv.,2014,8153.0
42,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,24,Vårdcentral/motsv.,2014,96.0
43,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,24,Vårdcentral/motsv.,2014,6167.0
44,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,24,Vårdcentral/motsv.,2014,6425.0
45,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,23,Vårdcentral/motsv.,2014,91.0
46,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,23,Vårdcentral/motsv.,2014,4441.0
47,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,23,Vårdcentral/motsv.,2014,4876.0
48,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,65,Vårdcentral/motsv.,2014,91.0
49,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,65,Vårdcentral/motsv.,2014,5270.0
50,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,65,Vårdcentral/motsv.,2014,5802.0
51,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,41,Vårdcentral/motsv.,2014,90.0
52,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,41,Vårdcentral/motsv.,2014,25324.0
53,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,41,Vårdcentral/motsv.,2014,28175.0
54,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,10,Vårdcentral/motsv.,2014,94.0
55,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,10,Vårdcentral/motsv.,2014,58386.0
56,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,10,Vårdcentral/motsv.,2014,61807.0
57,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,13,Vårdcentral/motsv.,2014,90.0
58,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,13,Vårdcentral/motsv.,2014,5941.0
59,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,13,Vårdcentral/motsv.,2014,6572.0
60,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,12,Vårdcentral/motsv.,2014,88.0
61,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,12,Vårdcentral/motsv.,2014,6921.0
62,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,12,Vårdcentral/motsv.,2014,7871.0
63,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,54,Vårdcentral/motsv.,2014,91.0
64,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,54,Vårdcentral/motsv.,2014,5820.0
65,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,54,Vårdcentral/motsv.,2014,6381.0
66,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,64,Vårdcentral/motsv.,2014,90.0
67,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,64,Vårdcentral/motsv.,2014,5422.0
68,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,64,Vårdcentral/motsv.,2014,6049.0
69,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,62,Vårdcentral/motsv.,2014,81.0
70,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,62,Vårdcentral/motsv.,2014,4664.0
71,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,62,Vårdcentral/motsv.,2014,5753.0
72,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,56,Vårdcentral/motsv.,2014,90.0
73,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,56,Vårdcentral/motsv.,2014,7122.0
74,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,56,Vårdcentral/motsv.,2014,7928.0
75,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,51,Vårdcentral/motsv.,2014,93.0
76,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,51,Vårdcentral/motsv.,2014,41396.0
77,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,51,Vårdcentral/motsv.,2014,44594.0
78,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,55,Vårdcentral/motsv.,2014,85.0
79,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,55,Vårdcentral/motsv.,2014,5877.0
80,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,55,Vårdcentral/motsv.,2014,6927.0
81,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,21,Vårdcentral/motsv.,2014,92.0
82,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,21,Vårdcentral/motsv.,2014,7000.0
83,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,21,Vårdcentral/motsv.,2014,7575.0
0,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,N/A
1,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
2,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
3,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
4,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
5,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
6,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
7,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
8,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
9,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
10,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
11,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
12,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
13,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
14,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
15,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
16,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
17,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
18,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
19,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
20,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2016,
0,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,92.0
1,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,196381.0
2,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,214004.0
3,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,90.0
4,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,18458.0
5,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,20475.0
6,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,88.0
7,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,34686.0
8,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,39495.0
9,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,93.0
10,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,49104.0
11,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,52838.0
12,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,91.0
13,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,19840.0
14,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,21880.0
15,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,94.0
16,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,36802.0
17,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,39050.0
18,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,93.0
19,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,37491.0
20,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2009,40266.0
21,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,27,Vårdcentral/motsv.,2009,94.0
22,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,27,Vårdcentral/motsv.,2009,3095.0
23,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,27,Vårdcentral/motsv.,2009,3291.0
24,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,57,Vårdcentral/motsv.,2009,83.0
25,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,57,Vårdcentral/motsv.,2009,5128.0
26,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,57,Vårdcentral/motsv.,2009,6162.0
27,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2009,91.0
28,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2009,1268.0
29,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2009,1401.0
30,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2009,90.0
31,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2009,6479.0
32,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2009,7210.0
33,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2009,98.0
34,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2009,6856.0
35,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2009,7000.0
36,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,63,Vårdcentral/motsv.,2009,89.0
37,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,63,Vårdcentral/motsv.,2009,2938.0
38,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,63,Vårdcentral/motsv.,2009,3313.0
39,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,22,Vårdcentral/motsv.,2009,88.0
40,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,22,Vårdcentral/motsv.,2009,7315.0
41,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,22,Vårdcentral/motsv.,2009,8305.0
42,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,24,Vårdcentral/motsv.,2009,93.0
43,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,24,Vårdcentral/motsv.,2009,5787.0
44,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,24,Vårdcentral/motsv.,2009,6226.0
45,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,23,Vårdcentral/motsv.,2009,92.0
46,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,23,Vårdcentral/motsv.,2009,4855.0
47,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,23,Vårdcentral/motsv.,2009,5257.0
48,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,65,Vårdcentral/motsv.,2009,92.0
49,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,65,Vårdcentral/motsv.,2009,5249.0
50,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,65,Vårdcentral/motsv.,2009,5688.0
51,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,41,Vårdcentral/motsv.,2009,92.0
52,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,41,Vårdcentral/motsv.,2009,22685.0
53,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,41,Vårdcentral/motsv.,2009,24718.0
54,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,10,Vårdcentral/motsv.,2009,93.0
55,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,10,Vårdcentral/motsv.,2009,47836.0
56,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,10,Vårdcentral/motsv.,2009,51437.0
57,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,13,Vårdcentral/motsv.,2009,87.0
58,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,13,Vårdcentral/motsv.,2009,5376.0
59,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,13,Vårdcentral/motsv.,2009,6171.0
60,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,54,Vårdcentral/motsv.,2009,94.0
61,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,54,Vårdcentral/motsv.,2009,5387.0
62,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,54,Vårdcentral/motsv.,2009,5711.0
63,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,64,Vårdcentral/motsv.,2009,87.0
64,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,64,Vårdcentral/motsv.,2009,5181.0
65,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,64,Vårdcentral/motsv.,2009,5965.0
66,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,62,Vårdcentral/motsv.,2009,92.0
67,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,62,Vårdcentral/motsv.,2009,5090.0
68,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,62,Vårdcentral/motsv.,2009,5509.0
69,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,56,Vårdcentral/motsv.,2009,85.0
70,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,56,Vårdcentral/motsv.,2009,6586.0
71,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,56,Vårdcentral/motsv.,2009,7741.0
72,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,51,Vårdcentral/motsv.,2009,94.0
73,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,51,Vårdcentral/motsv.,2009,36802.0
74,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,51,Vårdcentral/motsv.,2009,39050.0
75,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,55,Vårdcentral/motsv.,2009,88.0
76,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,55,Vårdcentral/motsv.,2009,5730.0
77,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,55,Vårdcentral/motsv.,2009,6500.0
78,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,21,Vårdcentral/motsv.,2009,92.0
79,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,21,Vårdcentral/motsv.,2009,6738.0
80,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,21,Vårdcentral/motsv.,2009,7349.0
0,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,93.0
1,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,251314.0
2,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,268975.0
3,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,92.0
4,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,21409.0
5,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,23196.0
6,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,90.0
7,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,48707.0
8,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,53946.0
9,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,95.0
10,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,62435.0
11,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,65880.0
12,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,93.0
13,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,22217.0
14,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,23893.0
15,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,96.0
16,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,48897.0
17,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,51075.0
18,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,93.0
19,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,47649.0
20,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,1,Vårdcentral/motsv.,2011,50985.0
21,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,27,Vårdcentral/motsv.,2011,96.0
22,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,27,Vårdcentral/motsv.,2011,4371.0
23,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,27,Vårdcentral/motsv.,2011,4572.0
24,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,57,Vårdcentral/motsv.,2011,83.0
25,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,57,Vårdcentral/motsv.,2011,4713.0
26,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,57,Vårdcentral/motsv.,2011,5696.0
27,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2011,96.0
28,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2011,1599.0
29,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,26,Vårdcentral/motsv.,2011,1657.0
30,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2011,90.0
31,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2011,8964.0
32,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,61,Vårdcentral/motsv.,2011,10001.0
33,True,True,True,True,Måluppfyllelse vårdgarantin (Andel Besök inom 7 dagar),Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2011,98.0
34,True,True,True,True,Antal Besök inom 7 dagar,Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2011,8947.0
35,True,True,True,True,Totalt antal besök,Alla tider,Alla antal läkare,Hösten,42,Vårdcentral/motsv.,2011,9093.0
